movieId,title,actors,director,keyWords,similarMovies,watchProviders
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)","Robert Englund, Lisa Wilcox, Tuesday Knight, Andras Jones, Danny Hassel",Renny Harlin,"martial arts, dream, ohio, nightmare, sadism","Tristan & Isolde, Police Story, The Element of Crime, Waking Life, Young Guns II",
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)","Robert Englund, Lisa Wilcox, Erika Anderson, Valorie Armstrong, Michael Ashton",Stephen Hopkins,"nun, baby, monster, dream, ohio","Tristan & Isolde, Police Story, The Element of Crime, Little Man, Waking Life",
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)","Robert Englund, Lisa Zane, Shon Greenblatt, Lezlie Deane, Yaphet Kotto",Rachel Talalay,"amnesia, dream, ohio, nightmare, sadism","American Ultra, Tristan & Isolde, Police Story, The Element of Crime, The Brady Bunch Movie",
1974,Friday the 13th (1980),"Jeannine Taylor, Laurie Bartram, Harry Crosby, Robbi Morgan, Adrienne King",Sean S. Cunningham,"new jersey, drowning, lake, villain, cabin","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, The Four Feathers","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime, DIRECTV, Paramount+ Showtime"
1975,Friday the 13th Part 2 (1981),"Amy Steel, Stuart Charno, Kirsten Baker, Warrington Gillette, Lauren-Marie Taylor",Steve Miner,"new jersey, sadism, summer camp, psychopath, woods","Just Cause, The Craft, The Good Son, The Faculty, Thesis","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
1976,Friday the 13th Part 3: 3D (1982),"Dana Kimmell, Catherine Parks, Richard Brooker, Tracie Savage, David Wiley",Steve Miner,"lake, sadism, summer camp, psychopath, sequel","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, Young Guns II","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Starz Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
1977,Friday the 13th Part IV: The Final Chapter (1984),"Judie Aronson, Kimberly Beck, Joan Freeman, Barbara Howard, Corey Feldman",Joseph Zito,"new jersey, lake, sadism, psychopath, resurrection","Just Cause, Young Guns II, The Craft, The Good Son, The Faculty","fuboTV, Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Starz Roku Premium Channel, Showtime, DIRECTV"
1978,Friday the 13th Part V: A New Beginning (1985),"Tiffany Helm, John Shepherd, Juliette Cummins, Melanie Kinnaman, Richard Young",Danny Steinmann,"new jersey, mask, psychology, sadism, psychopath","Just Cause, Young Guns II, The Craft, The Good Son, The Faculty","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Starz Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
1979,Friday the 13th Part VI: Jason Lives (1986),"Thom Mathews, Jennifer Cooke, Darcy DeMoss, Ann Ryerson, Renée Jones",Tom McLoughlin,"new jersey, lightning, cemetery, mask, sadism","Just Cause, Young Guns II, The Craft, The Good Son, The Faculty","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Starz Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
1980,Friday the 13th Part VII: The New Blood (1988),"Susan Jennifer Sullivan, Terry Kiser, Jennifer Banko, Debora Kessler, Kane Hodder",John Carl Buechler,"new jersey, lake, mask, sadism, telekinesis","Just Cause, Young Guns II, The Craft, The Good Son, The Faculty","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Starz Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),"Jensen Daggett, Sharlene Martin, Scott Reeves, Tiffany Paulsen, Alex Diakun",Rob Hedden,"new york city, new jersey, boat, mask, sadism","1:1 Thierry Henry, Just Cause, Young Guns II, To Wong Foo, Thanks for Everything! Julie Newmar, The Craft","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Starz Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
1982,Halloween (1978),"Donald Pleasence, Jamie Lee Curtis, P.J. Soles, Nancy Kyes, Charles Cyphers",John Carpenter,"mask, babysitter, halloween, police, stalking","Confidential Assignment, The Cave, Just Cause, Harlem Nights, The Four Feathers","fuboTV, AMC Plus Apple TV Channel , AMC+ Amazon Channel, AMC+ Roku Premium Channel, DIRECTV, Shudder, Shudder Amazon Channel, IndieFlix"
1983,Halloween II (1981),"Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer, Lance Guest",Rick Rosenthal,"sheriff, mask, halloween, sequel, hospital","Young Guns II, The Man in the Iron Mask, Click, Mad Max Beyond Thunderdome, Final Destination 2",
1984,Halloween III: Season of the Witch (1982),"Tom Atkins, Stacey Nelkin, Dan O'Herlihy, Michael Currie, Ralph Strait",Tommy Lee Wallace,"commercial, factory, gas station, curfew, mask","Medicine Man, Final Destination 3, Phenomenon, The Man in the Iron Mask, Click",
1985,Halloween 4: The Return of Michael Myers (1988),"Donald Pleasence, Danielle Harris, Ellie Cornell, George P. Wilbur, Michael Pataki",Dwight H. Little,"sheriff, scissors, ambulance, halloween, twist","Tristan & Isolde, Police Story, Tales from the Crypt: Demon Knight, Just Cause, The Element of Crime","AMC+ Amazon Channel, AMC+ Roku Premium Channel, DIRECTV, Shudder, Shudder Amazon Channel"
1986,Halloween 5: The Revenge of Michael Myers (1989),"Donald Pleasence, Danielle Harris, Ellie Cornell, Wendy Foxworth, Beau Starr",Dominique Othenin-Girard,"sheriff, barn, sequel, boogeyman, slasher","Young Guns II, Mad Max Beyond Thunderdome, Hollow Man, The Crow: Salvation, Charlie's Angels: Full Throttle","AMC+ Amazon Channel, AMC+ Roku Premium Channel, DIRECTV, Shudder, Shudder Amazon Channel"
1987,Prom Night (1980),"Leslie Nielsen, Jamie Lee Curtis, Casey Stevens, Anne-Marie Martin, Antoinette Bower",Paul Lynch,"dancing, dance, high school, revenge, murder","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, The Four Feathers","fuboTV, AMC+ Amazon Channel, Shudder, Shudder Amazon Channel"
1990,Prom Night IV: Deliver Us From Evil (1992),"Nicole de Boer, J.H. Wyman, Joy Tanner, Alle Ghadban, Kenneth McGregor",Clay Borris,"monk, nun, murder, priest, slasher","Tristan & Isolde, Police Story, The Element of Crime, Europa, The Four Feathers",fuboTV
1991,Child's Play (1988),"Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif, Dinah Manoff",Tom Holland,"chicago, illinois, gun, birthday, voodoo, stalker","Tristan & Isolde, Police Story, Tales from the Crypt: Demon Knight, Just Cause, The Element of Crime","Max, Max Amazon Channel, HBO Max, DIRECTV, Sling TV Orange and Blue"
1992,Child's Play 2 (1990),"Alex Vincent, Brad Dourif, Christine Elise, Jenny Agutter, Gerrit Graham",John Lafia,"factory, foster parents, voodoo, faithlessness, evil doll","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, The Four Feathers",
1993,Child's Play 3 (1991),"Justin Whalin, Perrey Reeves, Jeremy Sylvers, Travis Fine, Dean Jacobson",Jack Bender,"recruit, voodoo, evil doll, killer doll, serial killer","Just Cause, Jingle All the Way, Monster House, Thesis, Mortal Kombat",
1994,Poltergeist (1982),"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne, Oliver Robins",Tobe Hooper,"parent child relationship, medium, ghostbuster, poltergeist, haunted house","Tales from the Crypt: Demon Knight, The Good Son, Final Destination 3, Monster House, Click",
1995,Poltergeist II: The Other Side (1986),"Craig T. Nelson, JoBeth Williams, Heather O'Rourke, Oliver Robins, Zelda Rubinstein",Brian Gibson,"monster, poltergeist, family secrets, sequel, alternate dimension","Young Guns II, Mary Reilly, Monster House, Mortal Kombat, Mad Max Beyond Thunderdome","fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, MGM Plus Amazon Channel, MGM Plus"
1996,Poltergeist III (1988),"Tom Skerritt, Nancy Allen, Heather O'Rourke, Lara Flynn Boyle, Kipley Wentz",Gary Sherman,"chicago, illinois, poltergeist, religion and supernatural, sequel, devil","Tales from the Crypt: Demon Knight, Young Guns II, Mad Max Beyond Thunderdome, Ferris Bueller's Day Off, Thir13en Ghosts","Amazon Prime Video, fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, MGM Plus Amazon Channel, MGM Plus"
1997,"Exorcist, The (1973)","Ellen Burstyn, Linda Blair, Jason Miller, Max von Sydow, Lee J. Cobb",William Friedkin,"exorcism, holy water, religion and supernatural, vomit, possession","Tales from the Crypt: Demon Knight, Europa, South Park: Bigger, Longer & Uncut, Halloween, What Lies Beneath","Max, HBO Max, Max Amazon Channel"
1998,Exorcist II: The Heretic (1977),"Richard Burton, Linda Blair, Louise Fletcher, Max von Sydow, Kitty Winn",John Boorman,"exorcism, religion and supernatural, examination, pact with the devil, possession","Europa, Thir13en Ghosts, Fallen, Devil's Domain, Bad Education",
1999,"Exorcist III, The (1990)","George C. Scott, Ed Flanders, Brad Dourif, Jason Miller, Nicol Williamson",William Peter Blatty,"death penalty, suspicion of murder, exorcism, doomed man, religion and supernatural","Europa, Red Corner, Fallen, Kiss the Girls, The Bone Collector","Hulu, AMC+ Amazon Channel, AMC+ Roku Premium Channel, Shudder"
2000,Lethal Weapon (1987),"Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan, Tom Atkins",Richard Donner,"showdown, self-destruction, police, mixed martial arts, los angeles, california","Confidential Assignment, The Family Stone, Police Story, The Man, Harlem Nights",
2001,Lethal Weapon 2 (1989),"Mel Gibson, Danny Glover, Joe Pesci, Joss Ackland, Derrick O'Connor",Richard Donner,"loss of loved one, showdown, police, sequel, mixed martial arts","Confidential Assignment, Police Story, The Man, Harlem Nights, Young Guns II",
2002,Lethal Weapon 3 (1992),"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo, Stuart Wilson",Richard Donner,"showdown, police, sequel, mixed martial arts, los angeles, california","Confidential Assignment, Police Story, The Man, Harlem Nights, Young Guns II",
2003,Gremlins (1984),"Zach Galligan, Phoebe Cates, Hoyt Axton, Frances Lee McCain, Corey Feldman",Joe Dante,"holiday, monster, small town, department store, bars and restaurants","The Family Stone, Just Cause, Free Willy 2: The Adventure Home, Mary Reilly, Ace Ventura: When Nature Calls","Max, HBO Max, Max Amazon Channel"
2004,Gremlins 2: The New Batch (1990),"Zach Galligan, Phoebe Cates, John Glover, Robert Prosky, Robert Picardo",Joe Dante,"new york city, monster, skyscraper, mutant, restaurant","1:1 Thierry Henry, The Cave, Free Willy 2: The Adventure Home, To Wong Foo, Thanks for Everything! Julie Newmar, Mary Reilly","Max, HBO Max, Max Amazon Channel"
2005,"Goonies, The (1985)","Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman, Kerri Green",Richard Donner,"oregon, usa, gang of thieves, treasure map, gunfight, childhood friends","Broken Arrow, Eraser, Transporter 2, Police Story 4: First Strike, Short Circuit","Hulu, HBO Max"
2006,"Mask of Zorro, The (1998)","Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher",Martin Campbell,"california, spy, hero, horseback riding, epic","Confidential Assignment, Tristan & Isolde, Police Story, Just Cause, Spies Like Us",
2007,Polish Wedding (1998),"Claire Danes, Lena Olin, Gabriel Byrne, Mili Avital, Daniel Lapaine",Theresa Connelly,"paris, france, dancing, jealousy, wedding, festival","Snow White: A Tale of Terror, Monster House, Click, Mad Max Beyond Thunderdome, Death Becomes Her","Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel"
2008,"This World, Then the Fireworks (1997)","Billy Zane, Gina Gershon, Sheryl Lee, Philip Locke, Elis Imboden",Michael Oblowitz,neo-noir,"Bound, Fallen, Glass Chin, Dead Men Don't Wear Plaid, The Crow: Salvation",
2009,Soylent Green (1973),"Charlton Heston, Leigh Taylor-Young, Chuck Connors, Joseph Cotten, Brock Peters",Richard Fleischer,"based on novel or book, paranoia, dystopia, overpopulation, cannibal","Just Cause, Love Story, Living in Oblivion, The Sword in the Stone, The Faculty",
2010,Metropolis (1927),"Gustav Fröhlich, Brigitte Helm, Alfred Abel, Rudolf Klein-Rogge, Theodor Loos",Fritz Lang,"man vs machine, based on novel or book, underground world, inventor, metropolis","Just Cause, Love Story, The Sword in the Stone, Nineteen Eighty-Four, The Avengers","Hoopla, Classix, FlixFling, Metrograph, FilmBox+"
2011,Back to the Future Part II (1989),"Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson, Elisabeth Shue",Robert Zemeckis,"skateboarding, flying car, car race, lightning, guitar","Police Story, Young Guns II, The Craft, The Faculty, The Stronghold",
2012,Back to the Future Part III (1990),"Michael J. Fox, Christopher Lloyd, Thomas F. Wilson, Mary Steenburgen, Lea Thompson",Robert Zemeckis,"california, indian territory, sports car, inventor, locomotive","Young Guns II, Broken Arrow, Eraser, The Stronghold, The Avengers",
2013,"Poseidon Adventure, The (1972)","Gene Hackman, Ernest Borgnine, Red Buttons, Carol Lynley, Roddy McDowall",Ronald Neame,"ocean, life and death, sibling relationship, prostitute, new year's eve","Tales from the Crypt: Demon Knight, Just Cause, Love Story, Europa, The Sword in the Stone",
2014,Freaky Friday (1977),"Jodie Foster, Barbara Harris, John Astin, Patsy Kelly, Dick Van Patten",Gary Nelson,"based on children's book, body-swap, water skiing, body switch, field hockey","Viva Las Vegas, The Chronicles of Narnia: Prince Caspian, Big, Cloudy with a Chance of Meatballs, The Black Stallion Returns",Disney Plus
2015,"Absent-Minded Professor, The (1961)","Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames",Robert Stevenson,"flying car, inventor, professor, basketball, absent minded","Just Cause, John Tucker Must Die, Honey, I Shrunk the Kids, He Got Game, The Time Machine",Disney Plus
2016,"Apple Dumpling Gang Rides Again, The (1979)","Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos",Vincent McEveety,spoof,"High School High, Johnny English, Attack of the Killer Tomatoes!, Airplane II: The Sequel, Shriek If You Know What I Did Last Friday the Thirteenth",Disney Plus
2017,Babes in Toyland (1961),"Annette Funicello, Ray Bolger, Tommy Sands, Ed Wynn, Bess Flowers",Jack Donohue,"holiday, based on play or musical, nursery rhyme, toy soldier, toymaker","The Family Stone, Jingle All the Way, Monster House, A Bug's Life, The Whale",Disney Plus
2018,Bambi (1942),"Donnie Dunagan, Peter Behn, Stan Alexander, Cammie King, Will Wright",David Hand,"loss of loved one, forest, coming of age, best friend, cartoon rabbit","Beautiful Girls, Flightplan, The Jungle Book, Risky Business, Asterix Conquers America",Disney Plus
2019,Seven Samurai (Shichinin no samurai) (1954),"Toshirō Mifune, Takashi Shimura, Yoshio Inaba, Seiji Miyaguchi, Minoru Chiaki",Akira Kurosawa,"japan, martial arts, samurai, sword, peasant","Tristan & Isolde, Police Story, The Four Feathers, Mortal Kombat, Ong Bak: Muay Thai Warrior","Max, HBO Max, Max Amazon Channel, Criterion Channel, DIRECTV, TCM"
2020,Dangerous Liaisons (1988),"Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz, Keanu Reeves",Stephen Frears,"lovesickness, sexuality, based on novel or book, cheating, cynic","Only You, Just Cause, Love Story, The Sword in the Stone, Nineteen Eighty-Four","Max, Max Amazon Channel, HBO Max"
2021,Dune (1984),"Kyle MacLachlan, Francesca Annis, Patrick Stewart, Linda Hunt, José Ferrer",David Lynch,"prophecy, witch, based on novel or book, monster, telepathy","Leave the World Behind, Tales from the Crypt: Demon Knight, Just Cause, Love Story, The Sword in the Stone","Netflix, Netflix basic with Ads"
2022,"Last Temptation of Christ, The (1988)","Willem Dafoe, Harvey Keitel, Paul Greco, Steve Shill, Verna Bloom",Martin Scorsese,"christianity, traitor, roman, crucifixion, longing","Tales from the Crypt: Demon Knight, Eraser, The Twelve Tasks of Asterix, Blossoms of Faith, Brother Sun, Sister Moon",
2023,"Godfather: Part III, The (1990)","Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach",Francis Ford Coppola,"italy, christianity, new york city, assassination, italian american","1:1 Thierry Henry, Tristan & Isolde, Police Story, Only You, Just Cause",CBS
2024,"Rapture, The (1991)","Mimi Rogers, Patrick Bauchau, David Duchovny, Darwyn Carson, Will Patton",Michael Tolkin,"eroticism, group sex, bible, religion and supernatural, faith","The Four Feathers, 11:14, Fallen, Le Divorce, Man on Fire",
2025,Lolita (1997),"Jeremy Irons, Dominique Swain, Melanie Griffith, Frank Langella, Suzanne Shepherd",Adrian Lyne,"based on novel or book, jealousy, obsession, blackmail, professor","Confidential Assignment, Tristan & Isolde, 10, Police Story, Just Cause","Hoopla, OVID"
